Start,End,Open,High,Low,Close,Volume,Market Cap
2025-06-20,2025-06-21,309.9964,319.0172,304.2165,310.5145,126507910.22648084,5742303539.069686
2025-06-19,2025-06-20,316.0429,323.4062,303.7789,310.4446,140261031.70383275,5827318077.926829
2025-06-18,2025-06-19,319.71,331.4758,314.7133,315.9737,155168426.34843206,5926350471.184669
2025-06-17,2025-06-18,321.9382,330.0274,317.8376,320.2381,173515011.5226481,5975891516.275261
2025-06-16,2025-06-17,314.7028,330.8693,314.456,322.8309,125809699.91986063,5914342450.672474
2025-06-15,2025-06-16,312.0322,319.4115,311.4676,315.3909,103330517.89547038,5821571499.369338
2025-06-14,2025-06-15,315.2729,318.6825,307.5045,312.2096,138226664.67247388,5756116383.912892
2025-06-13,2025-06-14,317.1636,322.4635,301.458,313.41,174703077.3554007,5752122895.2125435
2025-06-12,2025-06-13,330.6292,331.6473,314.9925,319.0418,139079923.41811848,5989178268.930314
2025-06-11,2025-06-12,338.2979,345.0537,325.6278,329.5982,150565311.45296168,6194534719.142858
2025-06-10,2025-06-11,333.2238,341.8724,328.9212,338.7824,140900134.70731708,6158095727.905923
2025-06-09,2025-06-10,327.4362,335.3917,325.0022,333.888,116158207.04878049,6083130004.662021
2025-06-08,2025-06-09,327.8604,336.47,324.2088,328.1799,100508660.56445993,6080024209.264809
2025-06-07,2025-06-08,322.5397,330.4599,320.5947,328.3957,128119226.81881534,6001193346.8013935
2025-06-06,2025-06-07,317.229,338.29,316.4052,322.6461,174317025.90243903,5968802676.749129
2025-06-05,2025-06-06,315.2001,338.5457,311.1793,318.0632,191771626.728223,5950426441.658537
2025-06-04,2025-06-05,344.2448,352.9537,305.4593,315.5784,225228976.38675958,6195343740.623693
2025-06-03,2025-06-04,358.843,370.8568,342.5366,345.677,1445450461.651568,6529358305.616725
2025-06-02,2025-06-03,348.5371,368.0597,341.9137,358.5674,1233802454.445993,6514091021.752613
2025-06-01,2025-06-02,324.591,349.933,320.936,349.0061,606450150.923345,6080330650.181185
2025-05-31,2025-06-01,324.4839,330.658,314.6679,324.1918,594791462.9930314,5975255797.777003
2025-05-30,2025-05-31,339.3003,354.9793,325.7025,325.7025,321231341.3205575,6160745817.926829
2025-05-29,2025-05-30,347.6761,358.6636,333.883,339.1858,431031168.12891984,6332244677
2025-05-28,2025-05-29,369.705,369.7555,323.1636,348.425,558049078.2020906,6404163570.181185
2025-05-27,2025-05-28,402.8166,404.4048,370.6541,372.0551,266576289.50174215,7179793458.303136
2025-05-26,2025-05-27,417.9619,420.7611,395.9809,402.679,445030768.9581882,7561927165.142858
2025-05-25,2025-05-26,403.8981,418.6045,395.7667,417.7115,401180419.26480836,7517885043.017422
2025-05-24,2025-05-25,393.0881,406.5725,385.5369,404.2176,320139905.80487806,7344083651.149826
2025-05-23,2025-05-24,386.2478,402.541,377.933,392.4556,343011065.5121951,7249719608.264809
2025-05-22,2025-05-23,396.5246,409.4214,386.5023,386.5023,557497226.8571428,7348854969.010453
2025-05-21,2025-05-22,353.2126,400.5957,350.9641,398.8803,1559084773.5714285,6814581026.982578
2025-05-20,2025-05-21,342.88300948181654,355.6498281484372,342.88300948181654,352.5394,749256972.6711936,6422094921.893334
2025-05-19,2025-05-20,337.53914604101124,345.576748157835,337.11332521211637,342.52326060612984,90264271.6733651,6324539584.980264
2025-05-18,2025-05-19,336.5629,345.6922,335.9239,337.8046,701358261.3135889,6292052403.275261
2025-05-17,2025-05-18,334.6037,340.0876,332.7586,336.3674,407719012.7456446,6197057950.885017
2025-05-16,2025-05-17,335.8347,343.4742,332.4466,334.531,251204824.80487806,6245782223.013937
2025-05-15,2025-05-16,340.9635,348.8765,332.1571,336.5228,193821922.7595819,6312317405.003485
2025-05-14,2025-05-15,342.065,349.2897,337.3283,339.8236,221608439.184669,6325516448.860627
2025-05-13,2025-05-14,336.7718,345.7108,332.4379,341.9904,246776810.2508711,6256038014.95122
2025-05-12,2025-05-13,331.9273,349.9076,330.7555,336.9722,226632785.3031359,6231412614.313589
2025-05-11,2025-05-12,325.2664,340.5862,317.5249,332.4324,194701217.01045296,6069702150.41115
2025-05-10,2025-05-11,316.2292,332.1684,310.0547,325.4889,210888260.4878049,5900055132.414634
2025-05-09,2025-05-10,298.596,315.492,295.861,315.492,242953411.46341464,5597350592.425087
2025-05-08,2025-05-09,282.8963,299.4978,281.1491,298.536,204480261.86759582,5369156108.989547
2025-05-07,2025-05-08,288.4015,290.7029,278.4502,282.9165,195480679.7630662,5247792325.184669
2025-05-06,2025-05-07,281.7719,290.9693,274.5113,287.8581,228429882.12891987,5243416461.8013935
2025-05-05,2025-05-06,280.9858,281.9665,270.709,281.2846,208396863.31010452,5095216849.644599
2025-05-04,2025-05-05,278.3573,280.019,265.5415,280.019,183943457.2578397,5074352521.599303
2025-05-03,2025-05-04,282.3919,285.7611,270.9605,278.0342,186169533.34146342,5116545926.428572
2025-05-02,2025-05-03,272.3247,291.5951,270.5533,283.5389,195377740.184669,5198017642.745645
2025-05-01,2025-05-02,282.3353,288.8666,270.9947,272.0173,211836086.44599304,5116064575.682927
2025-04-30,2025-05-01,268.2025,277.951,267.1682,277.951,247465228.13937283,5033849365.425087
2025-04-29,2025-04-30,260.2189,276.8086,259.4473,269.1138,557824511.3205575,4969154120.982578
2025-04-28,2025-04-29,236.0378,329.9299,234.3401,258.9778,674494673.3937283,4944337748.306621
2025-04-27,2025-04-28,230.4169,234.8476,227.3385,234.8476,77415433.07665505,4235415419.595819
2025-04-26,2025-04-27,228.3721,230.5343,227.1141,230.2977,86397944.8466899,4220895023.2125435
2025-04-25,2025-04-26,227.7448,230.7629,226.9125,227.5462,102097535.38327526,4221632745.139373
2025-04-24,2025-04-25,230.2329,230.6109,221.5131,228.073,120808143.271777,4174655746.0731707
2025-04-23,2025-04-24,226.9128,230.3984,225.0087,230.0452,133609106.00696865,4203082950.02439
2025-04-22,2025-04-23,215.6493,226.9864,214.8392,226.969,107880352.05574913,4032036723.919861
2025-04-21,2025-04-22,214.168,216.5968,212.9237,215.2686,100420840.98954704,3968991395.979094
2025-04-20,2025-04-21,216.0881,219.6458,212.9645,214.4366,102854831.03832753,3980347108.7630663
2025-04-19,2025-04-20,215.3201,216.3467,210.408,216.3467,97723406.76655053,3940101345.8954706
2025-04-18,2025-04-19,216.8455,219.576,214.6275,215.8147,98251485.96864112,3997171342.818815
2025-04-17,2025-04-18,218.8137,219.6965,215.3023,216.9448,118614462.34146342,4011084918.4634147
2025-04-16,2025-04-17,215.6342,220.1884,215.0317,218.5119,115412813.63066202,4018087752.41115
2025-04-15,2025-04-16,215.0086,217.088,210.6296,215.3725,111352354.11149825,3948256510.076655
2025-04-14,2025-04-15,203.6076,217.3841,203.6076,214.6601,91641641.77351916,3872797493.8885016
2025-04-13,2025-04-14,208.0166,212.9095,200.9271,203.0596,91950105.91637631,3820887218.3763065
2025-04-12,2025-04-13,206.4456,210.1152,204.771,207.4031,94419164.80139373,3830345474.6445994
2025-04-11,2025-04-12,201.0284,206.6429,200.0818,206.6429,80296764.91986063,3739362302.163763
2025-04-10,2025-04-11,202.6563,205.1071,198.27,200.9119,100945372.5261324,3728211990.944251
2025-04-09,2025-04-10,194.1462,205.5544,192.3486,203.2465,115694844.12891985,3638744819.4076657
2025-04-08,2025-04-09,204.0526,208.0396,194.4234,194.5696,125644469.67944251,3749326102.097561
2025-04-07,2025-04-08,198.5302,204.6889,185.8293,203.7789,146477768.9403509,3646237194.336842
2025-04-06,2025-04-07,213.2591,215.6005,196.3126,198.5783,83613277.1358885,3871840384.2125435
2025-04-05,2025-04-06,215.1005,219.0451,211.5554,213.2375,98454629.56794424,3983439136.567944
2025-04-04,2025-04-05,214.6015,218.6233,212.8793,215.5269,121928390.60627177,3976698233.5261326
2025-04-03,2025-04-04,214.0734,217.4851,207.539,214.763,131732109.30662021,3929894691.714286
2025-04-02,2025-04-03,216.5426,222.2025,213.227,214.0196,112894709.87804878,4011977962.292683
2025-04-01,2025-04-02,215.1153,219.7723,215.1153,216.5714,94875233.26132405,4009844754.163763
2025-03-31,2025-04-01,218.1485,218.4668,214.0719,214.9508,78062667.18466899,3983609692.0174217
2025-03-30,2025-03-31,215.6016,219.1092,215.4147,218.0422,70381318.80487806,4001799492.7874565
2025-03-29,2025-03-30,217.7089,220.0096,213.1437,215.8297,81049583.67247386,3991357363.02439
2025-03-28,2025-03-29,224.8962,226.2003,215.3902,217.9551,91164744.77003485,4064305635.6655054
2025-03-27,2025-03-28,223.1656,225.0563,221.0592,224.5557,99241828.36933798,4122964828.9616723
2025-03-26,2025-03-27,220.0813,229.2485,220.0813,222.8553,117561438.64808363,4141552912.303136
2025-03-25,2025-03-26,219.4781,225.2846,218.822,219.659,104461985.28222996,4086138057.7770033
2025-03-24,2025-03-25,215.9025,222.019,215.9015,219.0777,81616522.14982578,4040738043.390244
2025-03-23,2025-03-24,214.6001,218.1848,214.6001,215.7506,63823882.257839724,3979712344.881533
2025-03-22,2025-03-23,213.6464,217.4878,213.1746,214.3603,84384959.56794424,3962480341.4808364
2025-03-21,2025-03-22,210.5523,214.2137,206.6987,212.9989,88450747.85365854,3885004408.770035
2025-03-20,2025-03-21,207.161,211.439,207.1172,210.2627,104444499.55052266,3867794637.8745646
2025-03-19,2025-03-20,208.8177,210.7256,204.7245,207.3973,87177702.91986063,3834345137.672474
2025-03-18,2025-03-19,211.8686,212.5096,205.3113,208.9475,84509021.95818815,3855809364.087108
2025-03-17,2025-03-18,209.669,212.478,208.5517,212.3262,78905745.76655053,3892937286.4076657
