gpu,arima_rmse,arima_mae,lstm_rmse,lstm_mae,monero_arima_rmse,monero_arima_mae,monero_rmse,monero_mae,eth_arima_rmse,eth_arima_mae,eth_rmse,eth_mae,ai_arima_rmse,ai_arima_mae,ai_rmse,ai_mae,arima_rel_rmse,arima_rel_mae,lstm_rel_rmse,lstm_rel_mae,monero_rel_rmse,monero_rel_mae,eth_rel_rmse,eth_rel_mae,ai_rel_rmse,ai_rel_mae
MSI VENTUS 2X BLACK OC GeForce RTX 4060 Ti 8 GB Video Card (RTX 4060 Ti VENTUS 2X BLACK 8G OC) - PCPartPicker,2.813560645977628,2.3825657141606142,44.35199311873532,44.351993069118926,0.07676189149172939,0.04940501536204541,448.3489192959999,448.34891929599956,0.2081426634840766,0.19109546778435693,449.2209916893507,449.22099168737714,0.2180760393811513,0.2012504410969844,448.62436986848013,448.62436986737765,0.006824932713160783,0.005779456258416601,0.10758586958581788,0.107585869465462,1.0875725073096165,1.0875725073096156,1.0896879176932999,1.0896879176885126,1.0882406754636127,1.0882406754609384
MSI VENTUS 2X PLUS OC GeForce RTX 5060 Ti 8 GB Video Card (RTX 5060 Ti 8G VENTUS 2X OC PLUS) - PCPartPicker,14.886892661359866,11.286817602497745,20.10093055350518,19.278665568033844,11.576108062592,10.09435278779916,377.2319392382205,377.18897128740934,12.347574858058275,11.014207860113203,376.7718065686347,376.7287828403048,12.742978751893956,10.21496303772632,376.84233761113313,376.7993234194649,0.034950764681148654,0.026498673363035487,0.04719204401004232,0.045261567941832954,0.8856478674525521,0.8855469892658282,0.8845675890477414,0.8844665799091139,0.8847331785985734,0.8846321918496832
MSI VENTUS 2X XS OC GeForce RTX 3050 8GB 8 GB Video Card (RTX 3050 Ventus 2X XS 8G OC) - PCPartPicker,5.100074817734312,4.493241600975808,9.538819580134156,9.53881846110027,0.10611689950734794,0.08721268814741892,218.77805085468898,218.7780508303643,0.33240583230057524,0.3062737750991106,218.73714502760103,218.73714502758457,0.33769630450376037,0.311741840490867,218.89631313300157,218.8963129385313,0.023837501337780398,0.021001192433842276,0.04458397820197218,0.04458397297166229,1.022557955775722,1.0225579556620297,1.0223667639319198,1.022366763931843,1.0231107079054913,1.0231107069965468
MSI Ventus XS OCV1 GeForce GTX 1650 G6 4 GB Video Card (G165D6VXSC1) - PCPartPicker,1.7224856305838516,1.4367084161999188,0.9876047073341588,0.9875895860459979,0.050216169817571155,0.04517586283714334,158.33083538958346,158.33083494212892,0.4837157911460972,0.4710245407098657,158.29510857900456,158.29510857899984,0.07722884780231756,0.07130545440109397,158.42618878524345,158.4261887852351,0.010307034188505185,0.00859699639971239,0.005909643193813743,0.005909552710833054,0.9474223206737982,0.9474223179963133,0.9472085380729192,0.947208538072891,0.9479928976885535,0.9479928976885036
PNY RTX A-Series RTX A2000 12GB 12 GB Video Card (VCNRTXA200012GBPB) - PCPartPicker,22.828270527532652,20.44880548000876,39.13837901352801,37.87745543077257,41.83517902420032,40.41856505805709,644.2635660062832,644.1885306466421,41.56334221540572,40.16322814820959,644.8623614479964,644.7870612994301,41.602651393867184,40.201308719770786,646.2417997692811,646.1666614792878,0.03636946798435491,0.03257855978737004,0.06235435228329165,0.06034547825061219,1.0264256816604491,1.0263061370761641,1.02737966858733,1.0272597021475072,1.0295773575362956,1.029457648965775
PNY RTX A-Series RTX A4000 16 GB Video Card (VCNRTXA4000-PB) - PCPartPicker,27.0485391082183,21.50528714157469,91.8651694149592,88.95132557508673,71.16000077190753,66.94614595460122,1196.7223643410186,1196.50218813112,71.45534154976627,67.2279973290743,1197.2922029008926,1197.0721613389646,72.4377181943938,68.20670239082499,1197.4123021425514,1197.1922956422695,0.02404076209756119,0.019113915540571836,0.08164983232998951,0.07906000571260542,1.0636477461073672,1.0634520533248277,1.0641542190520663,1.0639586459447454,1.064260963349245,1.0640654214047416
PNY RTX A-Series RTX A4500 20 GB Video Card (VCNRTXA4500-PB) - PCPartPicker,49.26445938365469,48.27749209506237,150.743016271616,150.56982969835067,39.50286679027903,38.923474423272644,1749.0132403078771,1748.9983194575839,39.90315721463263,39.31111930401134,1749.4964609240835,1749.4815448906156,38.92748402896778,38.33862027239611,1749.8209033957835,1749.8059900402493,0.03104364352498189,0.030421713211299335,0.09498962374829646,0.09488049147909011,1.1021280702535396,1.1021186679874153,1.1024325682373013,1.1024231690064648,1.1026370133192493,1.1026276157758934
PNY RTX A-Series RTX A5000 24 GB Video Card (VCNRTXA5000-PB) - PCPartPicker,11.34033458056354,8.23593158848332,16.220249591065365,16.220249565972114,1.6546874250521966,1.4284073056410862,2323.165481438071,2323.165480940076,3.493132896333413,3.2338120279856764,2323.365034678777,2323.3650346787763,3.3159116908344615,3.0607871631305343,2323.230521319179,2323.2305213191767,0.005005079776836319,0.0036349451900277926,0.007158840211171666,0.007158840200096709,1.0253338194552708,1.0253338192354797,1.0254218926847125,1.025421892684712,1.025362524939338,1.0253625249393372
PNY RTX A-Series RTX A5500 24 GB Video Card (VCNRTXA5500-PB) - PCPartPicker,369.84945378669073,354.41956272053454,220.72801106808578,220.72801106770834,42.57775472564499,40.1258957911429,4498.8907139346975,4498.8907139346,66.0865352984409,59.28424242024614,4498.371173057966,4498.3711730579535,50.77952692566046,46.53503251205127,4497.774727810754,4497.774727810754,0.08220703573831757,0.07877740891765604,0.04906157169772967,0.04906157169764577,0.9999757088096682,0.9999757088096466,0.9998602296194635,0.9998602296194606,0.999727656770561,0.999727656770561
PNY RTX A-Series RTX A6000 48 GB Video Card (VCNRTXA6000-PB) - PCPartPicker,78.66882237580434,66.11157773510953,847.5000618490877,847.5000618489582,153.6110357834214,142.10168707175944,5621.299239032518,5621.299239001541,147.0586159045562,135.7188132200163,5622.124459339385,5622.124459339381,146.97138023580217,135.63184284263392,5621.736574691405,5621.736574691403,0.01522985754067157,0.012798843052269065,0.1640714175942942,0.16407141759426913,1.0882530590706,1.0882530590646031,1.0884128172484104,1.0884128172484098,1.0883377248833217,1.0883377248833213
PNY T-Series T1000 8GB 8 GB Video Card (VCNT10008GB-PB) - PCPartPicker,1.9102191980330565,1.7284498617799935,13.847527543999513,13.84752733018664,2.4256597711072363,2.2327095472297627,428.0462713985014,428.0462713781991,2.5688646074117027,2.3793865817824065,428.2553592049987,428.25535920302053,2.3387611159863897,2.1458383612751946,428.7736042635336,428.7736042629346,0.0044976034274685,0.004069628255518468,0.03260394796994334,0.032603947466521795,1.0078332263330632,1.0078332262852614,1.0083255227334513,1.0083255227287937,1.0095457286417238,1.0095457286403133
